Id,Tweets,Lang,Location,Cleaned_text,textblob_polarity,vader_polarity
1225667460654747655,having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,en,"Johannesburg, South Africa",rt nthabiwabi having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,Neu,Pos
1225667346510991361,be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,en,N.A,rt slightlyatsea samsmith be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,Neu,Pos
1225666083392126980,womanhood,en,Land of beauty ,__usyy womanhood,Neu,Neu
1225665648459599874,lmao it s a myth holds no value and doesn t define womanhood,en,malapit sa inyo,rt rachelivvvv lmao it s a myth holds no value and doesn t define womanhood,Pos,Pos
1225665335740616706,while we are now saying mo was right about oprah we need to say she was right about netflix too amy schumer used white wom,en,N.A,rt oflineage while we are now saying mo was right about oprah we need to say she was right about netflix too amy schumer used white wom,Pos,Neu
1225664147343306754,it s people like you who make me ashamed to exist in the construct of white womanhood it s people li,en,The Last Best Place,raising_hill it s people like you who make me ashamed to exist in the construct of white womanhood it s people li https t co ekbv fktr,Neu,Neg
1225662648001298432,i m proud of being a woman and as a woman i don t even lik the word feminism bcoz whn i hear that word i associ,en,chennai,i m proud of being a woman and as a woman i don t even lik the word feminism bcoz whn i hear that word i associ https t co ingerihuug,Pos,Pos
1225661756720046081,ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,en,"Not here, not ever",rt nthabiwabi ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,Neg,Pos
1225661581268140033,while we are now saying mo was right about oprah we need to say she was right about netflix too amy schumer used white wom,en,"Texas, USA",rt oflineage while we are now saying mo was right about oprah we need to say she was right about netflix too amy schumer used white wom,Pos,Neu
1225661205395599361,i am the teacher and the teacher is me fuck all hypocrites rush is a cancer to human decency womanhood a,en,Underwear Of Alan Dershowitz# ,rt diazbearberry thehill i am the teacher and the teacher is me fuck all hypocrites rush is a cancer to human decency womanhood a,Neg,Neg
1225661159237283840,i am the teacher and the teacher is me fuck all hypocrites rush is a cancer to human decency womanhood and compassion,en,Underwear Of Alan Dershowitz# ,thehill i am the teacher and the teacher is me fuck all hypocrites rush is a cancer to human decency womanhood and compassion,Neg,Neg
1225660654847029248,she played a significant role in my journey to womanhood,en,California,rt que__quieres she played a significant role in my journey to womanhood,Pos,Pos
1225660606927130625,be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,en,N.A,rt slightlyatsea samsmith be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,Neu,Pos
1225660526799155202,question about he him lesbians why would you feel aligned enough with womanhood to call yourself a lesbian but not,en,N.A,rt sycais enbynini question about he him lesbians why would you feel aligned enough with womanhood to call yourself a lesbian but not,Neu,Neu
1225660316769374213,the gatekeepers of who can cross through the pearly gates of womanhood lol gibberish,en,N.A,outystreet uleleb the gatekeepers of who can cross through the pearly gates of womanhood lol gibberish,Pos,Pos
1225659788370927616,as she rose up the ladder of success a career woman knew she touched the stars as she reached her destination on the,en,NCR-Delhi,rt musicaltrees as she rose up the ladder of success a career woman knew she touched the stars as she reached her destination on the,Pos,Pos
1225659441795567616,over million women girls have had their private parts cut in the name of entering womanhood or culture pls aga,en,"Lagos, Nigeria",rt drolufunmilayo over million women girls have had their private parts cut in the name of entering womanhood or culture pls aga,Neu,Neg
1225659049842110467,manhood womanhood,en,"Greater Accra, ",__usyy manhood womanhood,Neu,Neu
1225658870967623680,ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,en,"Pretoria, South Africa",rt nthabiwabi ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,Neg,Pos
1225658732580749312,i just realised there are times when i feel uncomfortable being seen as a girl and would prefer t,en,New Zealand,queergirlemilie i just realised there are times when i feel uncomfortable being seen as a girl and would prefer t https t co buiee stl,Neg,Neg
1225658652071055371,the woman who accepts the limitations of womanhood finds in those very limitations her gifts her special calling which be,en,"Mesa, AZ",rt hannahascol the woman who accepts the limitations of womanhood finds in those very limitations her gifts her special calling which be,Pos,Pos
1225657816255361026,oh and just so you know who i m subtweeting to be any kind of not cis or not straight to be any kind of person ou,en,Jersey,oh and just so you know who i m subtweeting to be any kind of not cis or not straight to be any kind of person ou https t co wwvzsyhlll,Pos,Neg
1225656506638454785,the book was titled a finer specimen of womanhood,en,N.A,rt transgriot the book was titled a finer specimen of womanhood,Neu,Neu
1225656149992603655,i said no but i d still probably applaud my own desires aren t necessarily within the bounds of,en,"St. Cloud, MN",kylejameshoward i said no but i d still probably applaud my own desires aren t necessarily within the bounds of https t co k bohccef,Pos,Pos
1225655988545392640,having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,en,Jo[hustle]burg,rt nthabiwabi having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,Neu,Pos
1225655667530194944,embrace your womanhood and unleash your periodpower because whatever the world can do women can do bleeding womene,en,N.A,rt menstrupedia embrace your womanhood and unleash your periodpower because whatever the world can do women can do bleeding womene,Neu,Pos
1225655562538340352,jordyntrump,en,Jersey City NJ,conscious_sis steveavonloor jmvvictory petebuttigieg dineshdsouza brandonstraka qtanon jordyntrump https t co mpfbz aesk,Neu,Neu
1225654982659043332,the book was titled a finer specimen of womanhood,en,N.A,rt transgriot the book was titled a finer specimen of womanhood https t co m e ox sqh,Neu,Neu
1225654889545531392,how can i put womanhood first when racism still runs rampant how can i put my race first when my race still hates,en,"Chicago, IL",how can i put womanhood first when racism still runs rampant how can i put my race first when my race still hates https t co wxy uklwqv,Pos,Neg
1225654792266997761,ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,en,Charlie's Chocolate Factory,rt nthabiwabi ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,Neg,Pos
1225654398795206661,ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,en,🚶‍♀️,rt nthabiwabi ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,Neg,Pos
1225654258843865088,wtf kinda issues do gayle king and oprah have involving black men smfh gayles interview with lisa leslie was tasteless,en,"Nevada, USA",rt masikakalysha wtf kinda issues do gayle king and oprah have involving black men smfh gayles interview with lisa leslie was tasteless,Neg,Neg
1225654216150011904,the book was titled a finer specimen of womanhood,en,"Houston, TX",the book was titled a finer specimen of womanhood https t co m e ox sqh,Neu,Neu
1225654130586222594,be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,en,N.A,rt slightlyatsea samsmith be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,Neu,Pos
1225653549465403393,ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,en,Rugby World Cup Champions '19,rt nthabiwabi ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,Neg,Pos
1225653055296720896,it s a blessing to have someone who s aware and can admit when they re wrong without tearing down your womanhood in the process,en,N.A,it s a blessing to have someone who s aware and can admit when they re wrong without tearing down your womanhood in the process,Neg,Pos
1225652796453556225,to cut off the sensitive sexual organ of a girl is directly against the honesty of nature a distortion to her womanhood,en,"Mombasa, Kenya",rt marymwachiti to cut off the sensitive sexual organ of a girl is directly against the honesty of nature a distortion to her womanhood,Pos,Pos
1225652349554720774,having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,en,N.A,rt nthabiwabi having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,Neu,Pos
1225652154657996800,having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,en,N.A,rt nthabiwabi having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,Neu,Pos
1225651677623025667,to be a lesbian is to reject heteronormative womanhood,en,mercury + made in the 504,to be a lesbian is to reject heteronormative womanhood,Neu,Neg
1225651640016896001,to cut off the sensitive sexual organ of a girl is directly against the honesty of nature a distortion to her womanhood,en,N.A,rt marymwachiti to cut off the sensitive sexual organ of a girl is directly against the honesty of nature a distortion to her womanhood,Pos,Pos
1225650310237974530,digging into what scripture says about biblical manhood and womanhood for an upcoming conference i m prepping for is b,en,N.A,rt michelledlesley digging into what scripture says about biblical manhood and womanhood for an upcoming conference i m prepping for is b,Neu,Neu
1225650106277359616,while we are now saying mo was right about oprah we need to say she was right about netflix too amy schumer used white wom,en,none of your business,rt oflineage while we are now saying mo was right about oprah we need to say she was right about netflix too amy schumer used white wom,Pos,Neu
1225649649811197952,be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,en,Pluto,rt slightlyatsea samsmith be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,Neu,Pos
1225649224714346497,ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,en,Cape Town ♥,rt nthabiwabi ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,Neg,Pos
1225647825347698692,life however if you ve done any reading whatsoever or conducted any research into feminism and wo,en,"Ikeja, Lagos, Nigeria",blckesthetique life however if you ve done any reading whatsoever or conducted any research into feminism and wo https t co e jnlxlcr,Neu,Neu
1225646850104889345,it just makes my skin crawl hearing ww but especially political amp wealthy elite ww talk about womanhood as this vag,en,14,rt queersocialism it just makes my skin crawl hearing ww but especially political amp wealthy elite ww talk about womanhood as this vag,Pos,Pos
1225646825207525377,ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,en,Jo[hustle]burg,rt nthabiwabi ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,Neg,Pos
1225646778780774405,it s not that white women aren t marginalized on the basis of their gender they are it s that as much as they are vi,en,14,rt queersocialism it s not that white women aren t marginalized on the basis of their gender they are it s that as much as they are vi,Pos,Neu
1225646704076083201,ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,en,The Plain of Eternal Suffering,rt nthabiwabi ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,Neg,Pos
1225646555396366336,welcome to giggle the hit new all girls app that uses phrenology to verify your womanhood,en,she/her they/them idc,welcome to giggle the hit new all girls app that uses phrenology to verify your womanhood,Pos,Pos
1225646442238201862,terfs are racist ideas of womanhood have been historically and continually used to undermine the humanity of other r,en,🇨🇱 // fan account ,rt sofftestpunk terfs are racist ideas of womanhood have been historically and continually used to undermine the humanity of other r,Neg,Neg
1225646051828199428,also just so everyone is reminded requiring women to validate their own womanhood hurts all women it draws a box,en,N.A,also just so everyone is reminded requiring women to validate their own womanhood hurts all women it draws a box https t co oq wo zvo,Pos,Neg
1225645974204207104,be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,en,N.A,rt slightlyatsea samsmith be you be you any way you like but please stop appropriating womanhood women already exist we can get pr,Neu,Pos
1225645745757282306,to cut off the sensitive sexual organ of a girl is directly against the honesty of nature a distortion to her womanhood,en,Africa & Global Citizen,rt irenewesley to cut off the sensitive sexual organ of a girl is directly against the honesty of nature a distortion to her womanhood,Pos,Pos
1225645713482121219,having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,en,N.A,rt nthabiwabi having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,Neu,Pos
1225645552127184896,not only that but the last time we let upper middle class cis hetero white feminists define womanhood we got a,en,Philippines,rt pidgezero_one not only that but the last time we let upper middle class cis hetero white feminists define womanhood we got a,Neu,Neu
1225645396392677377,embrace your womanhood and unleash your periodpower because whatever the world can do women can do bleeding,en,"Ahmedabad, India",embrace your womanhood and unleash your periodpower because whatever the world can do women can do bleeding https t co ebpqmnjv n,Neu,Pos
1225645380995403776,two new theatre productions use the familiar works of shakespeare and euripides to explore ideas of gender and womanhood ht,en,London / Athens,rt newyorker two new theatre productions use the familiar works of shakespeare and euripides to explore ideas of gender and womanhood ht,Pos,Neu
1225644897681559553,having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,en,The Plain of Eternal Suffering,rt nthabiwabi having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,Neu,Pos
1225644883345428481,while we are now saying mo was right about oprah we need to say she was right about netflix too amy schumer used white wom,en,"Washington, DC",rt oflineage while we are now saying mo was right about oprah we need to say she was right about netflix too amy schumer used white wom,Pos,Neu
1225644589974876161,ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,en,Distress ,rt nthabiwabi ooooooh this is what people mean when they do that my father is a terrible partner but is an amazing father because cl,Neg,Pos
1225644155382091782,hot take maybe unpopular opinion gerald s game is the best transition into womanhood story ever especially when,en,United States,hot take maybe unpopular opinion gerald s game is the best transition into womanhood story ever especially when https t co pstcyeob z,Pos,Pos
1225643747779567617,having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,en,N.A,rt nthabiwabi having daughters didn t make you value womanhood you re just scared your child will date men like you that s not metamorp,Neu,Pos
1225642895945846785,digging into what scripture says about biblical manhood and womanhood for an upcoming conference i m prepping for is b,en,N.A,rt michelledlesley digging into what scripture says about biblical manhood and womanhood for an upcoming conference i m prepping for is b,Neu,Neu
1225642661349974022,yeah i get what you re saying any conscious man knows womanhood is rooted in heart but in no way d,en,wide worlds ebb 🕸 UniverSoul,mariettemusic yeah i get what you re saying any conscious man knows womanhood is rooted in heart but in no way d https t co rfcggzzc,Pos,Neg
1225642424271138817,terfs are racist ideas of womanhood have been historically and continually used to undermine the humanity of other r,en,N.A,rt sofftestpunk terfs are racist ideas of womanhood have been historically and continually used to undermine the humanity of other r,Neg,Neg
1225642422220099585,not only that but the last time we let upper middle class cis hetero white feminists define womanhood we got a,en,Australia,rt pidgezero_one not only that but the last time we let upper middle class cis hetero white feminists define womanhood we got a,Neu,Neu
1225642356176642048,as much as i do enjoy sidnaaz i wish shehnaz would stop making it look like siddarth is her everything that isn t,en,N.A,as much as i do enjoy sidnaaz i wish shehnaz would stop making it look like siddarth is her everything that isn t https t co yg aneiz r,Pos,Pos
1225641521409445890,i m still flabbergasted white women said whiteness gt womanhood in like i lay awake thinking about that,en,"Georgia, USA",i m still flabbergasted white women said whiteness gt womanhood in like i lay awake thinking about that,Neu,Pos
1225641283567243265,tell them how they should look and how they should dress if they want to be the right kind of girl,en,N.A,iwilscot_ tell them how they should look and how they should dress if they want to be the right kind of girl https t co zz fovghf,Pos,Pos
1225499427999272969,also i can t believe the word womanliness exists,en,Lispenard Street,also i can t believe the word womanliness exists,Neu,Neu
1225326329719148544,but if womanliness is innate shouldn t they always have liked womanly wine and womanly margaritas,en,N.A,actualfemale but if womanliness is innate shouldn t they always have liked womanly wine and womanly margaritas,Pos,Pos
1225075541172277249,do you think some guys just prefer small tits or does it just make them feel less insecure about,en,your moms bed LMFAOOOOOOOOOOO,mikayeap taylvr do you think some guys just prefer small tits or does it just make them feel less insecure about https t co lcgcktwhz,Neg,Neg
1225060227311198209,yes women should be treated indifferent in the workplace in politics and in the public square but to render her more like men,en,The Grassland,rt maar yes women should be treated indifferent in the workplace in politics and in the public square but to render her more like men,Pos,Pos
1224990673201516544,yes women should be treated indifferent in the workplace in politics and in the public square but to render her mo,en,"Kaduna, Borno, Nigeria",yes women should be treated indifferent in the workplace in politics and in the public square but to render her mo https t co qsxwvcaego,Neu,Pos
1224868666774298624,is there a corresponding art of womanliness to go along with this,en,N.A,ammoorman srlatweet is there a corresponding art of womanliness to go along with this,Neu,Neu
1224844210559442946,manliness means perfect manhood as womanliness implies perfect womanhood manliness is the character of a man as he ought,en,DC,rt sexwars manliness means perfect manhood as womanliness implies perfect womanhood manliness is the character of a man as he ought,Pos,Pos
1224831723793416197,manliness means perfect manhood as womanliness implies perfect womanhood manliness is the character of a man as,en,N.A,manliness means perfect manhood as womanliness implies perfect womanhood manliness is the character of a man as https t co sz isbw b,Pos,Pos
1224808968545062912,unless woman repudiates her womanliness her duty to her husband to her children to society to the law and to everyone,en,United States,rt highciv unless woman repudiates her womanliness her duty to her husband to her children to society to the law and to everyone,Neu,Neu
1224784866237014016,sex appeal is something that you feel deep down inside i don t need a bedroom to prove my womanliness audrey h,en,N.A,rt _courtneylee_b sex appeal is something that you feel deep down inside i don t need a bedroom to prove my womanliness audrey h,Neg,Neu
1224703025106890752,there is more to sex appeal than just measurements i don t need a bedroom to prove my womanliness i can convey ju,en,"Texas, USA",there is more to sex appeal than just measurements i don t need a bedroom to prove my womanliness i can convey ju https t co mzvm rpddk,Pos,Neu
1224606330687717377,the idea of manliness or indeed womanliness is entirely a construct from advertising i think and,en,"Midsomer Norton, England",dadthatwrites the idea of manliness or indeed womanliness is entirely a construct from advertising i think and https t co ypqdp okqi,Neu,Neu
1224457645412630533,lots of it along with a healthy dose of misogyny how dare women show off their womanliness as if it s a good thing,en,N.A,jkarsh lots of it along with a healthy dose of misogyny how dare women show off their womanliness as if it s a good thing,Pos,Pos
1224418253495316480,everyday ordinary girl next door types with intelligence and beauty and kindness and mo,en,N.A,stinamariaxo randymaugans everyday ordinary girl next door types with intelligence and beauty and kindness and mo https t co lirr ifxcd,Neg,Pos
1224390115704725504,they believe the gold standard of chaste womanliness is melania,en,"San Jose, CA",therickwilson they believe the gold standard of chaste womanliness is melania https t co ktajzbalde,Neu,Neu
1224336243556700161,it s a master piece to describe nuances of womanliness of old days aajkal toh gender equali,en,Delhiite but dint vote Aap  ,rt desh_bhkt deshbhaktsolo o_positive_ it s a master piece to describe nuances of womanliness of old days aajkal toh gender equali,Pos,Neu
1224315629085347841,she exuded a faint and intoxicating perfume of womanliness like a crushed herb he bent upon the lightning page li,en,N.A,she exuded a faint and intoxicating perfume of womanliness like a crushed herb he bent upon the lightning page li https t co zow evirac,Neg,Neg
1224298604065517569,it s a master piece to describe nuances of womanliness of old days aajkal toh gend,en,dabru dabru dabru.hahahaha.com,deshbhaktsolo o_positive_ it s a master piece to describe nuances of womanliness of old days aajkal toh gend https t co jnfh xalfz,Pos,Neu
1224279085075050496,no hate no fear unless you re a woman thing who doesn t agree with me in which ca,en,The reaches,shelley croneinamillion no hate no fear unless you re a woman thing who doesn t agree with me in which ca https t co mdhmueyzh,Pos,Neg
1224188703549153282,see my womanliness as a challenge and be confident enough in your ability as a man to lead me don t try to minimiz,en,"North East, DC",see my womanliness as a challenge and be confident enough in your ability as a man to lead me don t try to minimiz https t co vkevbao pc,Pos,Pos
1224159628000481281,lakiriboto is used for a female that doesn t have womanliness lesbians and gays are refered to as akoorijoobo,en,"Texas, USA",damola_a lakiriboto is used for a female that doesn t have womanliness lesbians and gays are refered to as akoorijoobo,Neu,Neu
1224015773196111873,women will win with all their womanliness,en,India,women will win with all their womanliness https t co w vhs zgi,Pos,Pos
1223726777673093121,have to say you are looking stunning it s not a weight thing it s you unapologetic womanliness and,en,London,bryony_gordon have to say you are looking stunning it s not a weight thing it s you unapologetic womanliness and https t co wjkjnxtzr,Pos,Pos
1223712341948276736,the fiat of the virgin is therefore the revelation of the religious quality in its essence since as an act of surrende,en,N.A,rt freedfeminism the fiat of the virgin is therefore the revelation of the religious quality in its essence since as an act of surrende,Neu,Neu
1223664408129343488,the women in stevienicks songs are free birds and gypsies in tune with the moon and the sea independent unafraid to,en,"Tennessee, USA",rt stevie__daily the women in stevienicks songs are free birds and gypsies in tune with the moon and the sea independent unafraid to,Pos,Pos
1223647022026235904,there is more to sex appeal than just measurements i don t need a bedroom to prove my womanliness i convey just,en,United States,there is more to sex appeal than just measurements i don t need a bedroom to prove my womanliness i convey just https t co yuokqoxblv,Pos,Neu
1223612721352056834,the fiat of the virgin is therefore the revelation of the religious quality in its essence since as an act of sur,en,N.A,the fiat of the virgin is therefore the revelation of the religious quality in its essence since as an act of sur https t co kyob uluth,Neu,Neu
1223097656655912960,they re not afraid of womanliness there are no uniquely,en,N.A,queeeeeeeeeeeef stussy_pussy sircoach jaidedsince they re not afraid of womanliness there are no uniquely https t co z foxuobv,Pos,Neg
1223095066551439361,vague answer while what u say is true im askin what exactly thes,en,N.A,ejpseudo stussy_pussy sircoach jaidedsince vague answer while what u say is true im askin what exactly thes https t co mlwyoll y,Pos,Pos
1223010492496650242,yeah the vikings were cool with someone fucking a dude but being fucked by a dude was th,en,the beach from the beach boys,hatoktalk r tteng urd yeah the vikings were cool with someone fucking a dude but being fucked by a dude was th https t co hrf llxfg,Neg,Neg
1222963593332826115,womanliness and manliness will be judged according to one s expertise in sex and a man will be known as a br hma a,en,India,rt go_movie_mango womanliness and manliness will be judged according to one s expertise in sex and a man will be known as a br hma a,Neu,Neu
1222939128578183168,womanliness and manliness will be judged according to one s expertise in sex and a man will be known as a br h,en,Bharat-varṣa,womanliness and manliness will be judged according to one s expertise in sex and a man will be known as a br h https t co ntqvpolc,Neu,Neu
1222917508522315788,always a good time certainly feeling my womanliness this morning thursdayvibes thursdayfeeling inthestirrups,en,United States,always a good time certainly feeling my womanliness this morning thursdayvibes thursdayfeeling inthestirrups https t co r j n i x,Pos,Pos
1225674102842638336,originally my main target was men but i really hope everybody reads it because manliness can be sought by anyone if you,en,N.A,rt warrior_male originally my main target was men but i really hope everybody reads it because manliness can be sought by anyone if you,Pos,Pos
1225671454571692032,all of his manliness has seemingly evaporated poof,en,"St. Louis, MO USA",all of his manliness has seemingly evaporated poof https t co dwzjlrbzxb,Neu,Neu
1225669334585860102,what defines manliness in your point of view what makes you say now that is a man,en,N.A,rt bloodncocoa what defines manliness in your point of view what makes you say now that is a man,Neu,Neu
1225668800055365634,night night you paragon of manliness you,en,N.A,rickyberwick night night you paragon of manliness you,Neu,Neu
1225667541512544257,ne arise from the dust my sons and be men and be determined in one mind and in one heart iow stop w,en,Californication,ne arise from the dust my sons and be men and be determined in one mind and in one heart iow stop w https t co djpjtvbrl,Neu,Pos
1225665125803118592,i don t need anything more than my penis to be a man i don t need to do anything to prove i am a man i am a man and i,en,ibadan ,rt solomon_buchi i don t need anything more than my penis to be a man i don t need to do anything to prove i am a man i am a man and i,Pos,Neu
1225659438020694019,i think this bull isht talk is irresponsible unloving unkind and unbecoming an enlight,en,United States,terrickminaj nickiminaj i think this bull isht talk is irresponsible unloving unkind and unbecoming an enlight https t co xvb gbm t,Neu,Neg
1225659246068424704,a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,en,United States,rt trevorsheatz a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,Pos,Pos
1225657041730932737,a guide to maintaining your manliness when cold,en,India,a guide to maintaining your manliness when cold https t co ubsz xdo u,Neg,Neu
1225653344783331331,ain t it weird that a party so hung up on manliness and freedom seems to value conspicuous bootlicking abov,en,N.A,rt fishnurd sykescharlie ain t it weird that a party so hung up on manliness and freedom seems to value conspicuous bootlicking abov,Neg,Pos
1225649717385629697,a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,en,N.A,rt trevorsheatz a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,Pos,Pos
1225649344356839424,a soldier may lose everything including his life but he should not lose his honour honour means loyalty not only t,en,N.A,rt lord commander a soldier may lose everything including his life but he should not lose his honour honour means loyalty not only t,Neu,Neg
1225648786266935298,a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,en,"Sydney, Australia",rt trevorsheatz a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,Pos,Pos
1225647715528298497,manliness is not bound by sex,en,N.A,manliness is not bound by sex,Neu,Neu
1225645972887199744,escalate with confidence escalate with manliness escalate with arrogance escalate with elegance escalate with domina,en,Aviano Air Force Base,rt alpharivelino escalate with confidence escalate with manliness escalate with arrogance escalate with elegance escalate with domina,Neu,Pos
1225644334550110208,this is important there s nothing wrong with being traditionally masculine but you can t use manliness as an,en,"Austin, TX",this is important there s nothing wrong with being traditionally masculine but you can t use manliness as an https t co qcysjp xaa,Pos,Pos
1225640028270784513,ain t it weird that a party so hung up on manliness and freedom seems to value conspicuous bootlicking above all else,en,"San Antonio, TX",sykescharlie ain t it weird that a party so hung up on manliness and freedom seems to value conspicuous bootlicking above all else,Neg,Pos
1225639892408926209,it s mandatory that as you chug that solo some dribbles down your sweaty and hairy neck enhancing the ma,en,"Mitcham, Melbourne",bentyers it s mandatory that as you chug that solo some dribbles down your sweaty and hairy neck enhancing the ma https t co di cyelg,Neg,Pos
1225637341504520192,sid is following the law of manliness for the sake of keeping the winners in one side if he has taken the step of,en,"Ghent, Belgium ",sid is following the law of manliness for the sake of keeping the winners in one side if he has taken the step of https t co xed ie oz,Neu,Pos
1225633814472359940,a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,en,N.A,rt trevorsheatz a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,Pos,Pos
1225631505520553985,flat color commission for alexis the wolf showing off his body and manliness to you also promoting h,en,N.A,rt ziudewolf flat color commission for alejandronight alexis the wolf showing off his body and manliness to you also promoting h,Neg,Pos
1225627776247418883,a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,en,Palawan,rt trevorsheatz a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,Pos,Pos
1225626691638263810,christian faith soft and strong refuting strachan s unbiblical manliness myth,en,"Missouri, USA",rt cslewisdaily christian faith soft and strong refuting strachan s unbiblical manliness myth https t co xlpgqp cuj,Pos,Pos
1225626647606517761,christian faith soft and strong refuting strachan s unbiblical manliness myth,en,Everywhere,rt cslewisdaily christian faith soft and strong refuting strachan s unbiblical manliness myth https t co xlpgqp cuj,Pos,Pos
1225625789653143553,a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,en,Phillippines,rt trevorsheatz a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,Pos,Pos
1225622019737255942,complaining about his racism and then writing stories set in his mythos is just like maddox disavowing a,en,N.A,wauterboi complaining about his racism and then writing stories set in his mythos is just like maddox disavowing a https t co vpjd halj,Neu,Neg
1225615961656614914,might explain why germany hasn t shown any sign of manliness since the s,en,N.A,k_rooftop might explain why germany hasn t shown any sign of manliness since the s,Neu,Neu
1225614466605293568,the martial culture is a culture of doing there is no training manual for manliness a man seeks manliness by simp,en,N.A,the martial culture is a culture of doing there is no training manual for manliness a man seeks manliness by simp https t co qlcickfyv,Neu,Neg
1225614388796653568,never stop training never stop fighting seek manliness warrior_male,en,He/him,rt warrior_male never stop training never stop fighting seek manliness warrior_male https t co uktesjhl,Neu,Pos
1225614119589548033,manliness has great value we fighters pay the price to possess what we love our manliness warrior_male,en,N.A,manliness has great value we fighters pay the price to possess what we love our manliness warrior_male https t co rp xqvcqw,Pos,Pos
1225613977146843136,fighter hardness a physical mental and moral sign of manliness train and fight always seek manly hardness war,en,N.A,fighter hardness a physical mental and moral sign of manliness train and fight always seek manly hardness war https t co wluoxceruh,Neg,Neg
1225613634451230720,men bond when they fight the fight gym is the refuge of manliness visit a fight gym today and see what manliness,en,N.A,men bond when they fight the fight gym is the refuge of manliness visit a fight gym today and see what manliness https t co zhr ievbxb,Neu,Neg
1225613275787862016,never stop training never stop fighting seek manliness warrior_male,en,N.A,never stop training never stop fighting seek manliness warrior_male https t co uktesjhl,Neu,Pos
1225612838699458560,fighter hardness a physical mental and moral sign of manliness train and fight always seek manly hardness war,en,N.A,fighter hardness a physical mental and moral sign of manliness train and fight always seek manly hardness war https t co dwerr sxnx,Neg,Neg
1225612820584239106,a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,en,N.A,rt trevorsheatz a biblical man will not be the stern rough man that the world associates manliness with he will speak gently in all th,Pos,Pos
1225608045503406081,take a guess which one of these films is not oscar nominated fri am amp again sat pm hear choice nu,en,N.A,take a guess which one of these films is not oscar nominated fri am amp again sat pm hear choice nu https t co fypzt meu,Neu,Neu
1225606690772357120,boys cry boys are not weak for crying boys do not need to suck it up to prove their manliness crying is natural a,en,N.A,rt armysmagicshopp boys cry boys are not weak for crying boys do not need to suck it up to prove their manliness crying is natural a,Neg,Pos
